step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s
2000,train,6.391940754094998,597.0141136661582,13338.172918296155,1141.33935546875,76.81052017211914
2050,train,6.390380995149208,596.0836414064613,13340.7770948318,1141.33935546875,78.71445512771606
2100,train,6.389508265985982,595.5636487682586,13342.088746672523,1141.33935546875,80.62545680999756
2150,train,6.387932381481417,594.62584836932,13344.278855087807,1141.33935546875,82.53064942359924
2200,train,6.386811313169861,593.9596056950336,13346.051014454117,1141.33935546875,84.43786096572876
2250,train,6.3851893749940345,592.997020773295,13348.064289405092,1141.33935546875,86.34300637245178
2300,train,6.3841798053726535,592.3986510943012,13349.858811947313,1141.33935546875,88.24902319908142
2350,train,6.383276647732441,591.8638632617243,13351.263003977525,1141.33935546875,90.15716338157654
2400,train,6.3824756039226616,591.389944218126,13352.658333767622,1141.33935546875,92.06496334075928
2450,train,6.38139345285018,590.7503171047383,13354.560532314788,1141.33935546875,93.9687979221344
2500,train,6.380031028207614,589.9460123418384,13355.311236389645,1141.33935546875,95.8803563117981
2550,train,6.378744037139187,589.1872454609315,13357.037734667909,1141.33935546875,97.78455567359924
2600,train,6.377795989033993,588.6289323049502,13358.421570655628,1141.33935546875,99.69081997871399
2650,train,6.377014936478082,588.1693616706624,13359.883555194572,1141.33935546875,101.59609508514404
2700,train,6.376058762799983,587.607238395336,13361.44099036376,1141.33935546875,103.50021386146545
2750,train,6.374881006682496,586.9155877534732,13362.830924176882,1141.33935546875,105.40521001815796
2800,train,6.374375580634784,586.619020280391,13364.01188622889,1141.33935546875,107.31148791313171
2850,train,6.373322687915064,586.0016984285596,13366.683929747114,1141.33935546875,109.20524549484253
2900,train,6.372242781919514,585.3692132547565,13368.456259389433,1141.33935546875,111.1057231426239
2950,train,6.371738524971797,585.0741111718842,13370.04945995973,1141.33935546875,113.00721096992493
3000,val,6.188533782958984,487.13134206785116,77787.64979896403,1141.33935546875,0.006582021713256836
3050,val,6.320660048840093,555.9398188089956,86290.46166743223,1141.33935546875,0.30260586738586426
3100,val,6.322407278684106,556.9120225362476,87568.20516787458,1141.33935546875,0.590533971786499
3150,val,6.321327638941884,556.3110826414653,87821.86542648457,1141.33935546875,0.8803274631500244
3200,val,6.320552644729614,555.8801117937232,87789.34517439042,1141.33935546875,1.166428565979004
